id,purch_date,customer_id,product_id,amount,paid
274,3/02/2019,226,56,6,123.18
275,3/02/2019,481,17,3,101.34
276,3/02/2019,923,1,13,82.68
277,3/02/2019,316,54,10,377.9
278,3/02/2019,59,25,3,221.1
279,3/02/2019,24,19,4,91.32
280,3/02/2019,663,49,9,563.4
281,3/02/2019,190,13,3,59.7
282,3/02/2019,472,39,12,449.4
283,3/02/2019,974,49,6,375.6
284,3/02/2019,587,2,11,943.14
285,3/02/2019,936,6,18,1785.96
286,3/02/2019,766,33,4,276.24
287,3/02/2019,704,7,15,207.45
288,3/02/2019,794,46,14,858.76
289,3/02/2019,374,16,11,609.95
290,3/02/2019,652,12,7,288.96
291,3/02/2019,779,50,13,831.74
292,3/02/2019,732,22,20,1205.2
293,3/02/2019,872,45,7,272.3
294,3/02/2019,389,1,5,31.8
295,3/02/2019,973,44,17,521.39
296,3/02/2019,761,26,16,1347.2
297,3/02/2019,473,25,3,221.1
298,3/02/2019,546,26,5,421.0
299,3/02/2019,22,41,12,407.76
300,3/02/2019,423,7,17,235.11
301,3/02/2019,34,13,12,155.28
302,3/02/2019,764,53,19,1407.14
303,3/02/2019,343,30,2,23.88
304,3/02/2019,279,53,12,888.72
305,3/02/2019,533,15,9,127.17
306,5/02/2019,647,9,7,210.07
307,5/02/2019,944,8,8,337.52
308,5/02/2019,403,50,9,575.82
309,5/02/2019,795,10,3,266.97
310,5/02/2019,28,32,5,461.65
311,5/02/2019,852,21,14,1038.66
312,5/02/2019,647,36,19,262.77
313,5/02/2019,132,15,9,127.17
314,5/02/2019,823,12,9,367.74
315,5/02/2019,336,19,10,228.3
316,5/02/2019,803,24,17,297.67
317,5/02/2019,168,29,6,252.3
318,5/02/2019,560,14,3,265.41
319,5/02/2019,357,13,6,119.4
320,5/02/2019,644,39,7,201.88
321,5/02/2019,474,4,20,1363.2
322,5/02/2019,988,10,14,1245.86
323,5/02/2019,126,49,17,1064.2
324,5/02/2019,879,28,7,168.0
325,5/02/2019,885,35,2,191.36
326,5/02/2019,735,50,12,767.76
327,5/02/2019,398,60,7,253.89
328,5/02/2019,964,1,3,19.08
329,5/02/2019,984,41,8,522.8
330,5/02/2019,447,37,6,208.26
331,5/02/2019,921,28,10,149.7
332,5/02/2019,418,6,1,99.22
333,5/02/2019,857,38,4,87.92
334,5/02/2019,129,29,20,663.4
335,5/02/2019,852,34,5,378.25
336,5/02/2019,502,43,14,569.66
337,5/02/2019,572,36,8,110.64
338,5/02/2019,97,35,18,1274.4
339,5/02/2019,439,60,5,206.1
340,5/02/2019,477,7,6,82.98
341,5/02/2019,278,35,4,382.72
342,5/02/2019,374,52,8,782.0
343,5/02/2019,931,8,20,843.8
344,5/02/2019,675,24,14,358.82
345,5/02/2019,147,29,4,236.92
346,5/02/2019,672,39,4,149.8
347,5/02/2019,509,40,6,475.86
348,5/02/2019,608,12,20,851.2
349,5/02/2019,656,16,5,277.25
350,5/02/2019,489,30,19,436.24
351,5/02/2019,61,51,17,819.4
352,5/02/2019,369,45,19,869.63
353,5/02/2019,1000,47,6,289.92
354,5/02/2019,192,48,14,513.38
355,5/02/2019,262,13,18,358.2
356,5/02/2019,474,44,8,245.36
357,5/02/2019,310,30,19,335.92
358,5/02/2019,109,35,9,861.12
359,5/02/2019,215,33,2,164.44
360,5/02/2019,861,60,6,212.7
361,5/02/2019,984,54,17,642.43
362,5/02/2019,992,32,12,1107.96
363,5/02/2019,663,55,18,153.9
364,5/02/2019,128,33,10,822.2
365,5/02/2019,165,59,4,288.2
366,5/02/2019,486,12,15,638.4
367,5/02/2019,103,27,10,360.3
368,5/02/2019,989,27,3,142.23
369,5/02/2019,965,6,2,198.44
370,5/02/2019,46,15,16,226.08
371,5/02/2019,496,38,19,417.62
372,5/02/2019,239,11,10,161.0
373,5/02/2019,767,12,18,589.86
374,5/02/2019,759,17,9,304.02
375,5/02/2019,608,13,4,79.6
376,5/02/2019,775,47,10,483.2
377,5/02/2019,969,29,14,829.22
378,5/02/2019,18,9,2,60.02
379,6/02/2019,336,8,16,675.04
380,6/02/2019,457,6,11,1091.42
381,6/02/2019,59,18,3,168.99
382,6/02/2019,968,50,5,319.9
383,6/02/2019,544,13,10,199.0
384,6/02/2019,848,33,20,1644.4
385,6/02/2019,229,56,10,205.3
386,6/02/2019,404,27,10,474.1
387,6/02/2019,66,49,12,683.64
388,6/02/2019,640,55,5,22.65
389,6/02/2019,956,35,16,1530.88
390,6/02/2019,83,42,10,875.1
391,6/02/2019,984,4,10,681.6
392,6/02/2019,647,5,17,1485.63
393,6/02/2019,146,38,9,102.87
394,6/02/2019,284,17,17,574.26
395,6/02/2019,908,16,7,236.74
396,6/02/2019,899,37,1,61.99
397,6/02/2019,250,2,13,1114.62
398,6/02/2019,273,16,2,110.9
399,6/02/2019,839,18,11,619.63
400,6/02/2019,580,52,20,1974.8
401,6/02/2019,762,34,10,995.4
402,6/02/2019,965,37,11,361.35
403,6/02/2019,849,13,1,19.9
404,6/02/2019,206,39,5,187.25
405,6/02/2019,467,28,6,169.44
406,6/02/2019,941,20,5,435.25
407,6/02/2019,343,9,6,156.66
408,6/02/2019,401,3,11,719.4
409,6/02/2019,808,38,14,307.72
410,6/02/2019,597,35,15,1435.2
411,6/02/2019,753,27,10,403.0
412,6/02/2019,208,47,1,48.32
413,6/02/2019,976,44,9,276.03
414,6/02/2019,652,19,13,296.79
415,6/02/2019,581,54,18,680.22
416,6/02/2019,216,8,17,545.02
417,6/02/2019,885,6,11,1091.42
418,6/02/2019,965,25,13,958.1
419,3/03/2019,488,39,7,144.2
420,3/03/2019,186,21,11,995.28
421,3/03/2019,41,7,18,248.94
422,3/03/2019,529,16,16,887.2
423,3/03/2019,569,46,20,687.0
424,3/03/2019,431,51,14,1054.48
425,3/03/2019,641,4,19,1295.04
426,3/03/2019,608,40,1,79.31
427,3/03/2019,934,13,8,159.2
428,3/03/2019,279,38,2,43.96
429,3/03/2019,672,50,16,1023.68
430,3/03/2019,848,36,18,248.94
431,3/03/2019,511,1,17,108.12
432,3/03/2019,475,53,19,1407.14
433,3/03/2019,43,22,15,903.9
434,3/03/2019,293,39,16,413.44
435,3/03/2019,671,58,10,730.5
436,3/03/2019,713,40,4,317.24
437,3/03/2019,140,55,9,50.04
438,3/03/2019,591,40,17,1321.24
439,3/03/2019,952,49,20,801.2
440,3/03/2019,458,51,13,851.89
441,3/03/2019,831,58,3,173.13
442,3/03/2019,465,41,14,914.9
443,3/03/2019,152,51,20,1506.4
444,3/03/2019,137,59,1,74.28
445,3/03/2019,757,4,7,477.12
446,3/03/2019,462,10,6,533.94
447,3/03/2019,552,23,17,276.59
448,3/03/2019,159,36,1,12.59
449,3/03/2019,471,50,5,319.9
450,3/03/2019,68,5,19,1660.41
451,3/03/2019,166,33,3,246.66
452,3/03/2019,920,26,12,1010.4
453,3/03/2019,391,60,4,110.48
454,3/03/2019,836,4,15,541.8
455,3/03/2019,476,22,13,462.15
456,3/03/2019,824,54,16,604.64
457,3/03/2019,424,39,15,561.75
458,3/03/2019,496,4,5,340.8
459,3/03/2019,377,39,4,149.8
460,3/03/2019,696,5,19,1660.41
461,3/03/2019,909,48,4,146.68
462,3/03/2019,586,8,15,632.85
463,4/03/2019,847,40,5,277.6
464,4/03/2019,339,15,2,19.78
465,4/03/2019,752,7,11,152.13
466,4/03/2019,375,13,19,208.05
467,4/03/2019,930,32,7,646.31
468,4/03/2019,516,26,8,431.12
469,4/03/2019,119,14,15,1491.0
470,4/03/2019,489,2,20,1714.8
471,4/03/2019,250,8,8,337.52
472,4/03/2019,746,39,7,220.22
473,4/03/2019,493,19,16,365.28
474,4/03/2019,32,33,3,246.66
475,4/03/2019,211,24,5,156.3
476,4/03/2019,914,8,18,759.42
477,4/03/2019,194,52,1,50.36
478,4/03/2019,762,30,6,130.86
479,4/03/2019,148,4,11,749.76
480,4/03/2019,52,1,15,50.55
481,4/03/2019,553,16,7,388.15
482,4/03/2019,660,26,20,1684.0
483,4/03/2019,975,3,10,654.0
484,4/03/2019,30,36,14,193.62
485,4/03/2019,11,22,4,241.04
486,4/03/2019,602,45,17,778.09
487,4/03/2019,456,19,19,329.65
488,4/03/2019,289,13,13,258.7
489,4/03/2019,952,32,13,1200.29
490,4/03/2019,746,20,18,1566.9
491,4/03/2019,865,12,16,680.96
492,4/03/2019,427,27,12,568.92
493,4/03/2019,246,51,3,225.96
494,4/03/2019,98,40,9,713.79
495,4/03/2019,607,48,8,293.36
496,4/03/2019,559,12,10,425.6
497,4/03/2019,366,33,16,1315.52
498,4/03/2019,858,6,12,1190.64
499,4/03/2019,396,30,17,390.32
500,4/03/2019,599,24,7,218.82
501,4/03/2019,814,12,13,431.6
502,4/03/2019,505,38,18,253.26
503,4/03/2019,440,36,17,235.11
504,4/03/2019,938,31,20,1115.4
505,4/03/2019,864,42,18,1575.18
506,4/03/2019,903,27,7,331.87
507,4/03/2019,940,5,3,262.17
508,4/03/2019,899,30,12,157.08
509,4/03/2019,819,47,20,966.4
510,4/03/2019,757,22,8,482.08
511,4/03/2019,244,51,6,451.92
512,4/03/2019,136,37,3,185.97
513,4/03/2019,523,32,1,92.33
514,4/03/2019,389,58,20,905.8
515,4/03/2019,652,19,8,127.84
516,4/03/2019,302,33,18,1287.54
517,4/03/2019,601,34,7,696.78
518,4/03/2019,87,27,7,331.87
519,4/03/2019,597,47,2,96.64
520,4/03/2019,896,8,12,369.6
521,4/03/2019,66,40,14,1110.34
522,4/03/2019,845,2,5,428.7
523,4/03/2019,990,56,3,61.59
524,4/03/2019,684,7,20,276.6
525,4/03/2019,976,25,19,1400.3
526,4/03/2019,149,12,11,468.16
527,4/03/2019,116,12,1,42.56
528,4/03/2019,120,18,3,168.99
529,4/03/2019,871,40,8,634.48
530,4/03/2019,22,5,14,1223.46
531,4/03/2019,16,35,7,669.76
532,4/03/2019,27,28,16,451.84
533,5/03/2019,536,8,19,801.61
534,5/03/2019,285,19,9,205.47
535,5/03/2019,647,32,17,1459.79
536,5/03/2019,584,28,4,112.96
537,5/03/2019,146,10,12,1067.88
538,5/03/2019,74,34,8,796.32
539,5/03/2019,834,46,1,60.73
540,5/03/2019,532,56,2,39.82
541,5/03/2019,87,25,14,577.78
542,5/03/2019,4,37,12,743.88
543,5/03/2019,719,10,1,58.73
544,5/03/2019,745,14,8,795.2
545,5/03/2019,784,16,13,720.85
546,5/03/2019,605,57,2,137.26
547,5/03/2019,122,54,19,718.01
548,5/03/2019,1000,43,5,203.45
549,5/03/2019,161,10,15,1334.85
550,5/03/2019,963,22,18,1084.68
551,5/03/2019,211,53,20,1436.8
552,5/03/2019,195,40,15,1189.65
553,5/03/2019,795,55,11,94.05
554,5/03/2019,204,2,1,54.87
555,5/03/2019,456,35,13,1206.53
556,5/03/2019,485,52,14,1382.36
557,5/03/2019,335,12,10,425.6
558,5/03/2019,309,26,4,336.8
559,5/03/2019,561,13,16,318.4
560,5/03/2019,903,42,4,350.04
561,5/03/2019,458,25,14,1031.8
562,5/03/2019,605,59,6,445.68
563,5/03/2019,820,30,13,298.48
564,5/03/2019,999,23,7,113.89
565,5/03/2019,708,36,2,27.66
566,5/03/2019,122,18,1,56.33
567,5/03/2019,742,8,13,548.47
568,5/03/2019,550,30,9,206.64
569,5/03/2019,973,59,16,1188.48
570,5/03/2019,668,40,5,396.55
571,5/03/2019,15,34,3,298.62
572,5/03/2019,449,2,2,171.48
573,5/03/2019,554,11,11,236.17
574,5/03/2019,929,52,19,1876.06
575,5/03/2019,187,41,5,222.2
576,5/03/2019,529,8,5,210.95
577,5/03/2019,542,59,1,74.28
578,5/03/2019,605,49,6,375.6
579,5/03/2019,677,36,9,124.47
580,5/03/2019,975,47,6,162.36
581,5/03/2019,418,33,14,1151.08
582,5/03/2019,17,45,18,560.16
583,5/03/2019,534,11,14,300.58
584,5/03/2019,755,33,4,203.92
585,5/03/2019,873,45,2,91.54
586,5/03/2019,949,17,6,202.68
587,5/03/2019,972,33,13,1068.86
588,5/03/2019,304,36,3,31.53
589,5/03/2019,418,42,11,962.61
590,5/03/2019,791,25,3,221.1
591,5/03/2019,563,40,11,872.41
592,5/03/2019,550,28,6,169.44
593,5/03/2019,715,57,18,1235.34
594,5/03/2019,344,38,8,175.84
595,5/03/2019,627,3,15,981.0
596,5/03/2019,832,6,19,1885.18
597,5/03/2019,948,28,10,282.4
598,5/03/2019,695,30,12,275.52
599,5/03/2019,200,26,19,1215.81
600,6/03/2019,48,45,1,45.77
601,6/03/2019,108,14,19,1888.6
602,6/03/2019,122,22,1,60.26
603,6/03/2019,501,29,16,947.68
604,6/03/2019,361,58,4,292.2
605,6/03/2019,597,35,16,1530.88
606,6/03/2019,570,2,5,428.7
607,6/03/2019,580,56,5,99.55
608,6/03/2019,501,43,16,651.04
609,6/03/2019,561,43,11,447.59
610,6/03/2019,152,4,16,1090.56
611,6/03/2019,629,24,13,406.38
612,6/03/2019,470,57,1,68.63
613,6/03/2019,976,47,20,966.4
614,6/03/2019,665,21,10,678.6
615,6/03/2019,784,29,5,296.15
616,6/03/2019,363,40,4,317.24
617,6/03/2019,487,49,4,250.4
618,6/03/2019,627,22,10,602.6
619,6/03/2019,975,28,10,265.5
620,6/03/2019,374,17,10,337.8
621,6/03/2019,248,32,1,84.94
622,6/03/2019,24,27,4,189.64
623,6/03/2019,247,40,3,237.93
624,6/03/2019,906,30,2,45.92
625,6/03/2019,924,27,7,209.09
626,6/03/2019,12,35,18,1722.24
627,6/03/2019,847,28,15,423.6
628,6/03/2019,973,37,18,1115.82
629,6/03/2019,415,25,5,368.5
630,6/03/2019,583,42,7,612.57
631,6/03/2019,870,20,10,870.5
632,6/03/2019,794,30,18,413.28
633,6/03/2019,959,11,20,429.4
634,6/03/2019,657,2,19,1629.06
635,6/03/2019,658,56,4,82.12
636,6/03/2019,963,53,19,1407.14
637,6/03/2019,153,19,8,182.64
638,6/03/2019,320,48,3,83.61
639,6/03/2019,284,54,4,87.68
640,6/03/2019,862,25,4,294.8
641,6/03/2019,771,21,2,180.96
642,6/03/2019,519,52,1,98.74
643,6/03/2019,432,59,13,965.64
644,6/03/2019,820,59,20,1485.6
645,6/03/2019,814,58,2,146.1
646,6/03/2019,842,46,19,1165.46
647,3/04/2019,442,4,14,534.38
648,3/04/2019,358,45,16,732.32
649,3/04/2019,796,57,4,274.52
650,3/04/2019,167,52,17,1678.58
651,3/04/2019,874,39,9,337.05
652,3/04/2019,544,56,2,41.06
653,3/04/2019,842,3,9,441.45
654,3/04/2019,934,20,19,1653.95
655,3/04/2019,919,21,13,1176.24
656,3/04/2019,765,59,17,1262.76
657,3/04/2019,764,22,20,1205.2
658,3/04/2019,997,43,10,406.9
659,3/04/2019,267,34,1,60.72
660,3/04/2019,877,38,3,65.94
661,3/04/2019,975,28,2,56.48
662,3/04/2019,561,36,4,55.32
663,3/04/2019,935,13,11,218.9
664,3/04/2019,340,4,9,613.44
665,3/04/2019,345,39,11,358.38
666,3/04/2019,418,31,16,892.32
667,3/04/2019,671,29,20,1184.6
668,3/04/2019,365,2,19,1629.06
669,3/04/2019,207,57,3,205.89
670,3/04/2019,210,21,20,1809.6
671,3/04/2019,920,23,19,197.79
672,3/04/2019,98,59,14,1039.92
673,3/04/2019,943,43,4,151.36
674,3/04/2019,60,17,17,516.8
675,3/04/2019,628,35,17,1626.56
676,3/04/2019,542,4,18,1226.88
677,3/04/2019,410,58,16,1168.8
678,3/04/2019,380,25,10,434.8
679,3/04/2019,477,7,2,27.66
680,3/04/2019,319,22,18,1084.68
681,3/04/2019,760,43,5,203.45
682,3/04/2019,501,8,15,550.65
683,3/04/2019,172,23,17,276.59
684,3/04/2019,589,55,8,68.4
685,3/04/2019,891,47,17,821.44
686,3/04/2019,990,52,9,888.66
687,3/04/2019,341,23,8,130.16
688,3/04/2019,515,23,16,260.32
689,3/04/2019,674,7,9,113.31
690,3/04/2019,635,60,2,81.62
691,3/04/2019,132,16,14,776.3
692,4/04/2019,191,56,13,266.89
693,4/04/2019,142,49,16,941.44
694,4/04/2019,477,42,10,875.1
695,4/04/2019,123,44,8,245.36
696,4/04/2019,582,59,14,675.92
697,4/04/2019,75,52,9,862.02
698,4/04/2019,969,6,20,1984.4
699,4/04/2019,742,45,8,190.4
700,4/04/2019,837,57,4,274.52
701,4/04/2019,411,44,17,297.16
702,4/04/2019,188,21,17,1538.16
703,4/04/2019,135,8,18,759.42
704,4/04/2019,930,9,1,27.31
705,4/04/2019,441,31,16,892.32
706,4/04/2019,127,56,3,61.59
707,4/04/2019,447,38,14,307.72
708,4/04/2019,707,16,18,998.1
709,4/04/2019,91,13,20,398.0
710,4/04/2019,110,11,10,163.2
711,4/04/2019,532,1,6,38.16
712,4/04/2019,170,11,8,171.76
713,4/04/2019,786,7,9,124.47
714,4/04/2019,286,38,14,187.74
715,4/04/2019,860,56,18,214.38
716,4/04/2019,103,19,11,150.7
717,4/04/2019,496,5,7,318.08
718,4/04/2019,67,23,9,95.22
719,4/04/2019,557,35,8,459.28
720,4/04/2019,92,49,1,62.6
721,4/04/2019,535,16,19,1053.55
722,4/04/2019,836,30,19,436.24
723,4/04/2019,779,5,10,873.9
724,4/04/2019,897,12,1,42.56
725,4/04/2019,547,49,5,313.0
726,4/04/2019,301,60,6,247.32
727,4/04/2019,750,45,13,559.26
